canonical_ar,english,frequency_class,corpus_share_pct,slot1_person_pct,slot2_father_pct,slot3_grandfather_pct,slot4_ancestor_pct,slot5_family_pct,slot6_clan_pct
خلود,Kholoud,c,0.044518,99.98,0.02,0.0,0.0,0.0,0.0
عبدالحي,Abdelhay,c,0.044318,1.25,9.84,38.33,37.36,12.13,1.07
بسمة,Basma,c,0.044309,99.8,0.0,0.0,0.04,0.14,0.02
طاهر,Taher,c,0.043955,7.0,38.94,29.33,18.73,5.28,0.7
غنيم,Ghonim,c,0.044073,0.37,2.37,6.39,18.78,59.09,12.35
عزالدين,Ezzeldin,c,0.043855,20.71,23.59,30.32,17.32,7.02,1.01
سندس,Sondos,c,0.043346,99.98,0.0,0.02,0.0,0.0,0.0
فرغلي,Farghaly,c,0.043101,0.53,8.56,31.34,37.85,19.75,1.9
نوران,Nouran,c,0.042801,99.98,0.02,0.0,0.0,0.0,0.0
دينا,Dina,c,0.042692,99.98,0.0,0.0,0.0,0.0,0.02
جودي,Judy,c,0.04232,99.85,0.0,0.04,0.04,0.06,0.0
فتحالله,Fathallah,c,0.042311,0.77,11.96,41.22,32.83,12.34,0.84
قرني,Qarni,c,0.04192,0.02,7.61,45.59,42.19,4.53,0.07
سهيلة,Sohaila,c,0.041793,100.0,0.0,0.0,0.0,0.0,0.0
مرزوق,Marzouk,c,0.041439,0.44,15.08,29.09,27.16,25.73,2.41
روضة,Rawda,c,0.040639,99.98,0.02,0.0,0.0,0.0,0.0
سلطان,Sultan,c,0.040203,2.91,12.16,19.39,24.99,33.57,6.6
عبدالقوي,Abdelkawy,c,0.039958,0.8,6.73,27.73,50.28,14.05,0.41
نادي,Nady,c,0.039822,2.03,52.26,36.18,8.3,1.09,0.14
مراد,Mourad,c,0.039776,5.07,23.04,19.8,25.12,22.01,4.75
عبدالموجود,Abdelmawgoud,c,0.039649,0.44,6.85,40.5,41.97,9.83,0.41
نادر,Nader,c,0.039486,21.07,71.89,5.96,0.97,0.05,0.07
الزهراء,Elzahraa,c,0.039467,41.27,58.73,0.0,0.0,0.0,0.0
عياد,Ayyad,c,0.039204,0.63,9.96,30.21,29.22,24.44,5.26
لبيب,Labib,c,0.039104,0.46,6.2,38.44,49.31,5.04,0.46
حمدان,Hamdan,c,0.038941,0.91,20.18,37.02,27.06,13.74,1.07
وحيد,Wahid,c,0.038741,3.89,75.19,17.4,3.1,0.3,0.07
عبدالشافي,Abdelshafy,c,0.038604,1.11,10.94,37.04,40.96,9.36,0.59
كنزي,Kenzy,c,0.038559,99.65,0.02,0.12,0.02,0.14,0.05
عواد,Awwad,c,0.038532,0.28,7.9,24.14,45.97,19.9,1.7
وهبة,Wahba,c,0.038277,0.83,5.72,22.57,43.12,24.18,3.46
شمس,Shams,c,0.038268,89.7,1.33,1.42,1.95,4.49,1.07
حميدة,Hamida,c,0.038105,1.98,6.91,18.88,36.14,32.85,3.08
عبدالدائم,Abdeldaim,c,0.038041,0.48,6.92,25.14,34.67,29.66,2.96
معتز,Moataz,c,0.037996,61.06,37.51,1.24,0.17,0.02,0.0
ميرنا,Mirna,c,0.037914,100.0,0.0,0.0,0.0,0.0,0.0
عدلي,Adly,c,0.03756,1.38,18.26,62.52,15.74,1.86,0.24
الشافعي,Elshafey,c,0.037251,0.63,6.19,11.9,20.56,49.33,10.56
أماني,Amany,c,0.037224,99.85,0.05,0.07,0.02,0.0,0.0
جبر,Gabr,c,0.036997,0.27,5.97,16.38,29.56,39.14,8.2
غانم,Ghanem,c,0.036933,0.74,7.58,13.94,22.55,45.3,9.27
عنتر,Antar,c,0.036761,1.11,35.53,44.01,13.17,5.04,1.11
سلام,Salam,c,0.036742,1.21,5.86,9.05,20.77,52.19,10.53
عبدالمولى,Abdelmawla,c,0.036715,0.64,7.25,31.89,38.87,20.68,0.67
عبدالظاهر,Abdelzaher,c,0.036361,0.92,7.07,40.72,46.04,4.97,0.27
عوضالله,Awadallah,c,0.036061,0.18,5.87,20.55,30.53,38.82,3.88
رحاب,Rehab,c,0.036052,95.24,1.21,0.2,0.68,1.94,0.71
محفوظ,Mahfouz,c,0.036043,0.91,14.44,36.21,29.61,16.53,2.19
عبدالصمد,Abdelsamad,c,0.036016,0.73,7.97,28.4,41.74,19.57,1.51
رامي,Ramy,c,0.035916,20.49,77.74,1.19,0.33,0.2,0.03
خطاب,Khattab,c,0.035879,1.24,5.09,9.59,18.38,53.87,11.37
أبوالعنين,Aboulenein,c,0.03548,0.03,3.05,12.47,27.65,51.05,5.66
ذكي,Zaky,c,0.03548,0.64,6.86,29.06,56.84,6.2,0.36
شفيق,Shafik,c,0.035425,0.31,8.9,44.15,42.51,3.54,0.54
حجاج,Haggag,c,0.035407,0.9,22.93,15.52,15.24,36.27,8.75
يمنى,Yomna,c,0.035062,96.04,0.41,1.35,1.81,0.36,0.03
وجيه,Wagih,c,0.034953,3.38,62.86,29.37,3.79,0.44,0.1
الشرقاوي,Elsharkawy,c,0.034889,0.05,1.02,2.47,14.06,66.99,14.37
صفوت,Safwat,c,0.03468,2.67,69.83,21.06,5.66,0.6,0.18
نصار,Nassar,c,0.034644,0.71,8.29,9.07,18.22,50.94,12.35
غازي,Ghazy,c,0.034635,0.6,6.03,16.44,32.97,39.55,4.3
عبدالنعيم,Abdelnaim,c,0.03449,0.58,8.56,39.24,41.24,9.96,0.42
عمارة,Emara,c,0.034372,0.03,2.11,5.6,17.28,61.44,13.13
شكري,Shoukry,c,0.034135,1.46,23.82,50.59,19.24,3.78,1.12
ثروت,Tharwat,c,0.033936,3.29,66.03,27.19,2.68,0.62,0.16
بكري,Bakry,c,0.033908,1.1,12.05,36.3,37.07,12.22,1.21
إسحاق,Ishaq,c,0.033872,3.86,27.22,33.12,27.03,8.23,0.54
رؤى,Roaa,c,0.033781,99.97,0.0,0.0,0.03,0.0,0.0
صقر,Saqr,c,0.033699,1.08,3.58,7.55,15.23,56.71,14.93
تقى,Toka,c,0.0335,92.43,0.84,4.53,2.01,0.14,0.03
ضحى,Doha,c,0.033454,99.24,0.0,0.03,0.33,0.3,0.05
عبدالراضي,Abdelrady,c,0.033073,0.96,12.44,47.32,33.07,6.12,0.08
عمران,Omran,c,0.033045,2.28,12.59,15.7,24.79,37.41,6.9
الشيخ,Elsheikh,c,0.032918,0.03,0.33,1.35,14.49,67.69,14.96
الديب,Eldeeb,c,0.032864,0.03,3.1,9.84,12.38,58.15,15.78
أبوالسعود,Abouelsaoud,c,0.032837,0.47,11.15,26.22,26.58,30.07,5.28
شحات,Shahat,c,0.032655,0.08,18.86,40.33,29.51,10.9,0.28
فتوح,Fotouh,c,0.032555,1.23,16.35,39.45,34.68,7.59,0.61
عمادالدين,Emadeldin,c,0.032473,4.25,86.01,8.39,1.23,0.11,0.0
ولاء,Walaa,c,0.032128,88.95,10.43,0.54,0.08,0.0,0.0
زايد,Zayed,c,0.032001,2.27,7.35,13.11,20.61,47.6,8.43
قنديل,Kandil,c,0.031874,0.09,4.13,8.49,18.89,56.43,11.31
محييالدين,Mohyeldin,c,0.031774,4.09,26.07,44.03,19.23,5.73,0.82
زغلول,Zaghloul,c,0.031683,0.49,16.31,43.0,17.03,18.61,4.21
الخولي,Elkholy,c,0.031574,0.0,0.26,0.29,13.15,68.7,16.71
أبوالحسن,Aboulhassan,c,0.031401,1.39,19.09,23.52,34.34,20.25,1.42
علياء,Aliaa,c,0.031401,100.0,0.0,0.0,0.0,0.0,0.0
الصاوي,Elsawy,c,0.03132,0.26,4.52,14.07,41.56,35.47,3.8
عليوة,Eliwa,c,0.031029,0.26,6.67,14.93,37.68,35.19,4.95
العربي,Elaraby,c,0.030657,1.42,23.11,19.59,31.67,19.94,4.06
مرعي,Marei,c,0.030638,0.98,10.08,21.88,21.05,38.57,7.26
فرحة,Farha,c,0.030629,99.41,0.0,0.0,0.0,0.42,0.18
جورج,George,c,0.030493,40.01,44.83,12.33,2.12,0.71,0.0
مبارك,Mubarak,c,0.030429,1.31,14.9,23.94,28.12,27.37,4.21
الجندي,Elgendy,c,0.030275,0.09,0.75,0.69,11.13,66.43,19.38
عاصم,Asem,c,0.030248,34.44,53.3,7.57,3.0,1.26,0.33
ميار,Mayar,c,0.030211,99.94,0.03,0.03,0.0,0.0,0.0
أسعد,Asaad,c,0.030093,2.17,44.16,25.6,18.08,9.03,0.94
جمالالدين,Gamaleldin,c,0.029966,3.36,18.19,45.1,20.4,11.06,1.76
جابالله,Gaballah,c,0.02993,0.3,6.04,18.79,36.12,34.54,4.01
مسلم,Muslim,c,0.029903,6.29,9.75,19.99,28.04,31.93,3.8
هدير,Hadeer,c,0.029866,99.94,0.0,0.06,0.0,0.0,0.0
نعيم,Naeem,c,0.029848,1.37,21.76,46.71,15.7,12.66,1.7
جهاد,Gehad,c,0.029784,82.16,16.59,1.13,0.03,0.09,0.0
أيوب,Ayoub,c,0.029757,1.95,11.05,20.85,33.18,28.91,3.79
حنان,Hanan,c,0.02973,99.91,0.0,0.06,0.03,0.0,0.0
حفني,Hefny,c,0.029485,0.37,6.13,18.79,50.06,22.98,1.51
أبوالمعاطي,Abouelmaaty,c,0.029358,0.03,5.14,24.41,44.31,25.15,0.9
شادي,Shady,c,0.029285,51.86,33.0,0.84,2.14,8.9,3.16
فريدة,Farida,c,0.028604,100.0,0.0,0.0,0.0,0.0,0.0
هايدي,Haidy,c,0.028286,100.0,0.0,0.0,0.0,0.0,0.0
أبواليزيد,Abouelyazid,c,0.028277,0.22,7.52,30.2,56.54,5.46,0.06
عزب,Azab,c,0.028231,0.48,4.47,13.8,38.35,37.52,4.99
عبدالباري,Abdelbary,c,0.023444,0.77,7.67,28.62,41.12,19.82,2.0
ميلاد,Milad,c,0.028113,4.07,65.04,21.49,7.08,2.23,0.1
رانيا,Rania,c,0.028013,100.0,0.0,0.0,0.0,0.0,0.0
مارينا,Marina,c,0.027659,100.0,0.0,0.0,0.0,0.0,0.0
ليلى,Laila,c,0.027586,99.77,0.0,0.1,0.13,0.0,0.0
فادي,Fady,c,0.027523,74.62,22.71,2.28,0.36,0.03,0.0
راغب,Ragheb,c,0.027495,1.62,7.9,28.87,51.97,8.75,0.76
جادالله,Gadallah,c,0.027332,0.27,3.99,13.43,31.24,45.2,5.68
داليا,Dalia,c,0.027214,100.0,0.0,0.0,0.0,0.0,0.0
بدير,Bedeir,c,0.027168,0.77,9.26,29.82,37.75,18.29,3.88
هند,Hend,c,0.026905,98.65,0.0,0.0,0.41,0.64,0.27
الرفاعي,Elrefaei,c,0.02676,0.27,7.4,17.79,24.98,41.31,7.74
حمد,Hamad,c,0.026687,3.85,8.61,16.58,24.44,41.32,4.9
رمزي,Ramzy,c,0.02666,3.61,24.19,53.76,16.76,1.26,0.14
المهدي,Elmahdy,c,0.026206,1.39,5.93,15.08,36.29,34.97,5.86
شنودة,Shenouda,c,0.026106,11.0,30.76,12.49,25.43,19.87,0.42
سعدالدين,Saadeldin,c,0.026051,2.34,11.47,50.14,26.36,8.58,1.01
عبدالسيد,Abdelsayed,c,0.025897,0.04,5.12,24.17,44.09,25.96,0.63
منتصر,Montaser,c,0.025842,4.99,67.35,5.62,6.78,12.44,2.5
إنجي,Engy,c,0.025524,100.0,0.0,0.0,0.0,0.0,0.0
نصرالدين,Nasreldin,c,0.025434,2.64,34.14,31.46,18.46,11.18,2.0
بشير,Bashir,c,0.02527,2.41,28.54,28.15,27.89,11.0,1.91
فضل,Fadl,c,0.025243,3.99,14.21,34.29,25.33,18.5,3.53
عبدالملاك,Abdelmalak,c,0.02507,0.07,5.54,20.58,40.83,32.43,0.54
رشوان,Rashwan,c,0.02477,0.7,7.92,16.57,32.31,38.69,3.59
وفاء,Wafaa,c,0.024716,98.42,0.29,1.03,0.22,0.04,0.0
أبوالخير,Aboulkhair,c,0.024671,0.22,13.29,14.91,19.7,42.67,8.43
عبدالرسول,Abdelrasoul,c,0.024552,0.04,9.8,35.78,39.73,13.84,0.78
همام,Homam,c,0.024507,2.52,13.9,17.42,39.14,24.13,2.71
الشناوي,Elshennawy,c,0.024434,0.22,3.87,8.51,22.08,52.49,12.04
عبدالجيد,Abdelgeed,c,0.024416,0.3,6.81,28.16,52.57,11.79,0.33
عبدالفضيل,Abdelfadeel,c,0.024289,0.56,5.87,40.88,44.8,7.7,0.19
أمجد,Amgad,c,0.024244,19.0,78.64,1.5,0.86,0.0,0.0
الشاذلي,Elshazly,c,0.024071,0.83,14.0,8.34,20.3,47.32,8.68
حلا,Hala,c,0.023989,100.0,0.0,0.0,0.0,0.0,0.0
غالي,Ghaly,c,0.023971,0.61,5.76,10.91,39.03,35.35,7.43
عرفات,Arafat,c,0.023844,2.32,36.84,21.45,18.67,18.02,2.63
غادة,Ghada,c,0.023826,100.0,0.0,0.0,0.0,0.0,0.0
ناجح,Nageh,c,0.023762,1.57,67.62,29.51,1.19,0.11,0.0
جعفر,Gaafar,c,0.023744,1.26,12.62,18.17,17.14,42.96,7.31
عطوة,Atwa,c,0.023671,0.19,6.22,16.12,32.73,40.1,4.49
حسناء,Hasnaa,c,0.023644,100.0,0.0,0.0,0.0,0.0,0.0
الفقي,Elfeky,c,0.023581,0.0,0.0,0.0,10.94,70.57,17.03
مكرم,Makram,c,0.023426,2.44,30.63,58.47,3.96,3.37,0.93
نرمين,Nermin,c,0.02339,100.0,0.0,0.0,0.0,0.0,0.0
عبدالمعبود,Abdelmaboud,c,0.02329,0.82,7.45,43.8,39.47,8.03,0.39
البدري,Elbadry,c,0.023281,3.43,15.22,35.58,24.39,17.56,3.51
زينالعابدين,Zeinalabdeen,c,0.023254,2.93,34.57,44.73,14.41,3.01,0.35
أبوالوفا,Abouelwafa,c,0.023235,0.78,8.44,39.09,35.73,13.68,2.19
نادية,Nadia,c,0.023217,100.0,0.0,0.0,0.0,0.0,0.0
مهني,Mehanny,c,0.023135,0.47,10.48,19.63,55.79,13.03,0.59
مصباح,Mesbah,c,0.022972,1.11,29.93,33.61,16.92,16.49,1.9
أكرم,Akram,c,0.022936,26.81,70.69,1.94,0.44,0.08,0.0
مهران,Mehran,c,0.022854,1.95,9.74,16.49,39.23,31.16,1.39
عبدالمسيح,Abdelmasih,c,0.022799,8.09,12.31,23.27,31.31,24.26,0.72
محمدي,Mohamady,c,0.022727,1.08,9.51,44.84,39.89,4.48,0.2
العزب,Elazab,c,0.022672,0.44,5.17,16.07,31.09,39.54,7.29
فودة,Fouda,c,0.022563,0.16,2.25,5.27,16.91,58.86,15.7
زينة,Zeina,c,0.022527,94.07,0.0,0.0,0.48,3.67,1.73
خديجة,Khadija,c,0.022463,99.51,0.04,0.0,0.0,0.44,0.0
بطرس,Botros,c,0.022354,2.07,16.01,18.89,37.18,25.19,0.65
روماني,Romany,c,0.022291,14.51,78.57,6.48,0.24,0.2,0.0
الصعيدي,Elsaidy,c,0.022245,0.0,0.12,0.69,10.82,72.89,14.45
عبدالصادق,Abdelsadek,c,0.022227,0.69,6.42,32.45,52.23,7.68,0.49
نيرة,Naira,c,0.022154,100.0,0.0,0.0,0.0,0.0,0.0
نشأت,Nashaat,c,0.022127,2.67,76.77,16.13,4.11,0.29,0.04
الجوهري,Elgohary,c,0.022055,0.29,2.76,7.33,19.15,56.55,13.06
شرف,Sharaf,c,0.021991,0.95,8.39,8.14,17.35,51.51,12.76
عائشة,Aisha,c,0.021718,99.62,0.0,0.0,0.0,0.25,0.13
إدريس,Idris,c,0.021664,1.17,8.85,20.8,29.06,35.05,4.78
عزمي,Azmy,c,0.021628,1.55,21.97,50.52,22.85,2.14,0.8
فاضل,Fadel,c,0.021519,1.56,12.58,31.79,35.96,15.91,2.07
شهاب,Shehab,c,0.021437,48.56,11.57,2.5,7.54,23.9,5.47
نبيه,Nabih,c,0.021437,2.03,13.47,58.39,22.37,2.88,0.76
يعقوب,Yacoub,c,0.02141,1.4,12.18,25.58,38.06,21.3,1.36
سمر,Samar,c,0.021382,99.83,0.09,0.0,0.0,0.04,0.04
سويلم,Sweilem,c,0.021255,0.3,4.19,13.29,24.53,47.61,9.53
بيشوي,Bishoy,c,0.021228,91.4,8.0,0.17,0.43,0.0,0.0
ريناد,Renad,c,0.021101,100.0,0.0,0.0,0.0,0.0,0.0
البسيوني,Elbassiony,c,0.021083,0.09,5.08,11.03,25.25,48.47,9.74
جبريل,Gibril,c,0.021046,3.15,16.27,23.09,22.01,31.25,3.84
شبل,Shebl,c,0.020983,0.91,11.34,33.2,40.3,13.64,0.56
فايد,Fayed,c,0.020937,0.91,5.21,11.67,14.27,57.7,9.76
فيصل,Faisal,c,0.020901,8.52,55.11,23.69,9.39,3.17,0.13
محجوب,Mahgoub,c,0.020565,0.49,5.34,20.23,30.21,37.68,5.74
عبدالصبور,Abdelsabour,c,0.020519,0.97,16.42,56.13,24.57,1.9,0.0
الجمل,Elgamal,c,0.02041,0.0,0.71,0.8,7.7,70.54,18.74
آيات,Ayat,c,0.020374,100.0,0.0,0.0,0.0,0.0,0.0
ناصف,Nassef,c,0.020283,1.39,15.05,19.79,20.56,37.57,5.28
أبوسريع,Abosaree,c,0.020247,0.13,8.43,27.9,56.17,7.22,0.13
فخري,Fakhry,c,0.020165,1.4,14.5,54.01,27.79,1.98,0.23
مهاب,Mohab,c,0.019965,90.81,8.51,0.55,0.14,0.0,0.0
قناوي,Qenawy,c,0.019956,0.32,10.51,18.89,39.05,28.4,2.64
زهران,Zahran,c,0.019911,0.59,5.88,10.4,19.34,55.02,8.26
مطاوع,Motawie,c,0.019874,0.5,10.01,17.23,30.8,34.32,6.63
عابدين,Abdeen,c,0.019784,2.16,14.42,34.48,26.12,19.47,3.21
عبدالبديع,Abdelbadee,c,0.019611,1.34,11.3,55.16,28.81,3.29,0.09
يس,Yass,c,0.019593,41.59,4.59,17.29,23.97,10.62,1.81
الغريب,Elgharib,c,0.019511,0.14,6.84,23.84,42.92,23.7,2.47
ملاك,Malak,c,0.019511,12.24,52.23,25.79,8.99,0.74,0.0
حسيني,Hosseiny,c,0.019484,2.33,17.11,38.79,34.45,7.04,0.28
سمية,Somaya,c,0.019484,98.93,0.0,0.0,0.37,0.7,0.0
أبوطالب,Abotalib,c,0.019438,0.28,5.65,10.84,27.43,48.32,7.15
الهادي,Elhady,c,0.019438,0.61,15.61,21.92,41.12,18.04,2.48
صدقي,Sedky,c,0.019393,1.26,11.19,68.57,15.64,2.34,0.84
علا,Ola,c,0.019157,99.38,0.05,0.09,0.0,0.33,0.14
خلفالله,Khalafallah,c,0.01913,0.38,12.68,32.76,29.58,22.22,2.33
البنا,Elbanna,c,0.019121,0.05,0.19,0.48,10.78,67.6,19.67
سرحان,Sarhan,c,0.018984,0.33,8.95,11.24,18.37,49.62,10.91
سلمان,Salman,c,0.018921,5.86,10.08,20.4,27.7,31.73,4.13
البدوي,Elbadawy,c,0.018893,0.24,6.11,16.01,35.87,34.52,6.97
كمالالدين,Kamaleldin,c,0.018812,3.19,17.91,46.5,25.88,5.99,0.53
مهرائيل,Mehrael,c,0.018675,100.0,0.0,0.0,0.0,0.0,0.0
عبير,Abeer,c,0.018666,100.0,0.0,0.0,0.0,0.0,0.0
وسام,Wessam,c,0.018603,54.79,44.34,0.88,0.0,0.0,0.0
سماح,Samah,c,0.018566,96.82,1.37,1.32,0.1,0.34,0.05
نسمة,Nesma,c,0.018421,100.0,0.0,0.0,0.0,0.0,0.0
محمدين,Mohamedeen,c,0.018367,0.05,6.03,23.59,42.88,25.52,1.83
السباعي,Elsebaey,c,0.01833,0.2,6.39,21.11,41.92,27.6,2.68
الإمام,Elimam,c,0.018267,0.5,6.22,14.87,30.13,38.94,8.8
رفيدة,Rofayda,c,0.010964,99.95,0.0,0.0,0.0,0.0,0.05
رودينا,Rodina,c,0.01813,100.0,0.0,0.0,0.0,0.0,0.0
نجاح,Nagah,c,0.018094,7.88,36.4,51.0,4.12,0.45,0.15
عشري,Ashry,c,0.018085,0.7,20.49,38.77,19.64,15.87,4.02
شذى,Shaza,c,0.018049,99.95,0.0,0.0,0.0,0.05,0.0
سرور,Sorour,c,0.017985,0.56,5.86,16.11,19.49,49.39,8.38
عارف,Aref,c,0.017976,1.52,29.71,24.05,27.29,14.91,2.32
مها,Maha,c,0.017967,100.0,0.0,0.0,0.0,0.0,0.0
الباز,Elbaz,c,0.017903,0.15,4.72,17.05,29.98,38.76,8.32
عودة,Ouda,c,0.017903,0.46,6.6,21.26,29.27,37.6,4.57
الصغير,Elsagheer,c,0.017713,0.0,2.46,19.38,56.0,18.36,3.64
بولس,Boulos,c,0.017667,3.96,19.33,20.05,34.45,21.7,0.41
بدري,Badry,c,0.017622,1.65,21.29,50.26,21.75,4.59,0.46
ضياء,Diaa,c,0.017595,30.87,62.26,3.61,0.57,1.86,0.77
إيريني,Eiriny,c,0.017576,100.0,0.0,0.0,0.0,0.0,0.0
وجدي,Wagdy,c,0.017467,4.32,62.35,25.64,7.12,0.52,0.05
ساندي,Sandy,c,0.017431,99.84,0.16,0.0,0.0,0.0,0.0
بهاء,Bahaa,c,0.017404,15.45,80.9,2.92,0.73,0.0,0.0
شيرين,Sherine,c,0.017377,93.99,4.5,1.36,0.1,0.05,0.0
بشرى,Boshra,c,0.017331,23.9,11.79,40.2,23.27,0.79,0.05
الشريف,Elsherif,c,0.017304,0.68,5.56,3.46,9.66,63.2,16.01
عبدالمعز,Abdelmoez,c,0.017268,4.21,13.57,48.92,30.67,2.37,0.26
إسكندر,Iskandar,c,0.017222,0.42,3.64,13.24,59.81,22.1,0.58
البيومي,Elbayoumy,c,0.017195,0.0,4.12,14.1,35.92,39.46,5.92
جادالرب,Gadelrab,c,0.017068,0.21,4.68,33.48,45.61,15.38,0.64
الصادق,Elsadek,c,0.017059,0.91,7.45,17.15,48.14,23.22,3.14
أشرقت,Ashrakat,c,0.01705,100.0,0.0,0.0,0.0,0.0,0.0
هناء,Hanaa,c,0.017013,99.73,0.16,0.05,0.05,0.0,0.0
أمينة,Amina,c,0.016977,99.95,0.0,0.0,0.0,0.0,0.05
عرابي,Orabi,c,0.016941,0.7,6.33,13.51,42.57,30.51,5.84
الطنطاوي,Eltantawy,c,0.016732,0.05,2.23,10.04,28.45,52.39,6.41
عبدالونيس,Abdelwanees,c,0.016713,0.43,6.85,37.28,48.64,6.79,0.0
الشيماء,Elshimaa,c,0.016686,100.0,0.0,0.0,0.0,0.0,0.0
ميادة,Mayada,c,0.016441,100.0,0.0,0.0,0.0,0.0,0.0
آمال,Amaal,c,0.016223,99.44,0.11,0.22,0.17,0.06,0.0
نجم,Negm,c,0.016205,0.56,7.68,5.83,14.41,52.47,17.04
صليب,Salib,c,0.016196,0.34,5.66,19.07,43.13,31.02,0.79
عصمت,Esmat,c,0.016196,3.98,52.66,33.65,8.02,1.12,0.39
القاضي,Elkady,c,0.016168,0.11,1.35,1.91,10.79,66.35,18.26
لوجين,Logine,c,0.016105,100.0,0.0,0.0,0.0,0.0,0.0
يوستينا,Yustina,c,0.016005,100.0,0.0,0.0,0.0,0.0,0.0
الله,Allah,c,0.015978,0.0,41.05,3.52,6.71,22.06,23.82
أبانوب,Abanoub,c,0.01595,99.89,0.06,0.06,0.0,0.0,0.0
نسيم,Nassim,c,0.01595,2.22,30.3,36.45,24.15,6.21,0.57
رويدا,Rowida,c,0.015905,100.0,0.0,0.0,0.0,0.0,0.0
الشامي,Elshamy,c,0.015869,0.34,1.49,2.0,13.45,64.34,17.52
صموئيل,Samuel,c,0.01586,16.32,34.31,27.09,19.59,2.63,0.06
عزة,Azza,c,0.015841,98.74,0.06,0.11,0.63,0.29,0.17
المصري,Elmasry,c,0.015742,0.17,0.92,4.5,14.43,60.24,18.12
العوضي,Elawady,c,0.015605,0.12,4.66,13.85,34.34,39.0,7.74
شعيب,Shoaib,c,0.015551,2.16,10.16,18.4,18.17,43.98,6.89
سند,Sanad,c,0.015542,1.46,12.86,24.25,29.46,28.0,3.8
الأمير,Elamir,c,0.015469,9.51,42.57,20.26,13.68,9.28,4.17
مالك,Malek,c,0.015469,74.57,9.81,5.46,5.23,4.05,0.82
ماريا,Maria,c,0.01536,100.0,0.0,0.0,0.0,0.0,0.0
أبوالحمد,Abolhamd,c,0.015224,0.95,11.75,49.46,32.04,5.49,0.3
نعمان,Noman,c,0.015197,2.21,12.73,30.72,32.52,19.37,2.39
صباح,Sabah,c,0.015106,54.3,6.98,11.49,9.32,15.45,2.35
حميد,Hameed,c,0.015069,1.63,10.97,24.29,31.1,27.31,4.22
خاطر,Khater,c,0.015024,0.79,7.01,9.07,13.6,54.96,13.97
هالة,Hala,c,0.015006,100.0,0.0,0.0,0.0,0.0,0.0
بدران,Badran,c,0.014979,0.73,13.04,13.89,24.2,40.45,7.52
فرجالله,Faragallah,c,0.014979,0.24,9.16,28.99,34.14,24.92,2.49
عصامالدين,Essameldin,c,0.014942,3.28,75.62,17.08,3.83,0.18,0.0
طنطاوي,Tantawy,c,0.014924,0.3,7.55,15.82,28.24,42.18,5.66
أبوالنجا,Abolnaga,c,0.014879,0.55,6.17,15.63,22.34,46.34,8.79
عابد,Abed,c,0.014824,5.09,32.66,18.81,22.73,16.61,3.98
الحسين,Elhussein,c,0.014788,38.7,47.67,10.38,2.58,0.68,0.0
بهاءالدين,Bahaeldin,c,0.014788,8.23,63.82,17.44,9.03,1.29,0.18
عبدالجابر,Abdelgaber,c,0.014724,0.37,8.82,48.55,37.88,4.19,0.19
ضاحي,Dahy,c,0.014661,1.18,42.57,34.57,16.05,4.65,0.93
عبدالمنصف,Abdelmonsef,c,0.014661,2.17,16.23,56.94,22.92,1.67,0.06
نهى,Noha,c,0.014661,100.0,0.0,0.0,0.0,0.0,0.0
عربي,Araby,c,0.014633,2.92,51.64,34.14,8.57,2.61,0.12
الشبراوي,Elshabrawy,c,0.014606,0.56,9.45,38.81,32.59,15.55,3.05
عبدالحق,Abdelhaq,c,0.014606,1.18,8.4,23.63,37.94,25.68,3.11
محي,Mohy,c,0.010201,4.6,44.34,36.75,12.44,1.74,0.12
العبد,Elabd,c,0.014597,0.0,2.86,12.13,24.7,50.65,9.09
جنات,Gannat,c,0.01457,100.0,0.0,0.0,0.0,0.0,0.0
هارون,Haroun,c,0.014515,6.2,15.14,28.41,24.47,22.84,2.94
صفاء,Safaa,c,0.014488,96.99,1.13,1.32,0.56,0.0,0.0
العشري,Elashry,c,0.014479,0.31,2.13,6.27,19.07,57.97,13.55
عبدالمؤمن,Abdelmomen,c,0.014443,3.65,14.72,36.98,37.86,6.6,0.19
تمام,Tammam,c,0.014379,1.14,7.52,20.97,53.38,15.98,0.82
العيسوي,Elessawy,c,0.01437,0.13,3.86,9.29,21.93,53.98,9.99
نادين,Nadine,c,0.014297,100.0,0.0,0.0,0.0,0.0,0.0
رغد,Raghad,c,0.014234,100.0,0.0,0.0,0.0,0.0,0.0
بشاي,Beshay,c,0.014107,0.64,4.31,12.23,39.54,41.98,1.16
وليم,William,c,0.014107,1.8,12.56,76.63,8.37,0.58,0.06
شرفالدين,Sharafeldin,c,0.01407,1.16,8.01,10.01,23.18,49.13,8.33
عزام,Azzam,c,0.014034,2.98,15.6,12.88,14.3,41.94,11.84
عيسوي,Essawy,c,0.014016,0.39,5.06,14.52,31.56,41.48,6.8
رسلان,Raslan,c,0.013979,1.1,5.07,12.09,33.59,44.57,3.44
تهامي,Tohamy,c,0.013907,0.85,10.52,25.47,47.16,14.7,1.18
خلاف,Khallaf,c,0.013907,0.33,10.25,20.12,24.3,38.99,5.62
حليم,Halim,c,0.013761,1.78,13.66,51.29,30.63,2.31,0.33
عكاشة,Okasha,c,0.013689,0.46,7.43,27.34,34.17,24.42,5.91
غبريال,Ghobrial,c,0.013689,0.66,3.12,14.86,38.16,42.07,1.13
فهد,Fahd,c,0.013643,74.7,19.91,3.0,1.46,0.6,0.33
